planet_name,host_star_id,mission,disposition,orbital_period_days,transit_epoch_bjd,transit_duration_hours,transit_depth_ppm,planet_radius_re,planet_mass_me,equilibrium_temp_k,insolation_flux,eccentricity,inclination_deg,impact_parameter,stellar_teff_k,stellar_radius_rsun,stellar_radius_normal,stellar_mass_msun,mass_rad_ratio,stellar_metallicity,stellar_logg,acc_grav_stellar_surface,ra,dec,tic_id
K2-91 b,K2-91,K2,CONFIRMED,1.419604,,,,1.22,,,56.1,0.09,,,3488.9,0.32067,,0.383934,,,,0.01,63.2182348,24.2047218,
K2-92 b,K2-92,K2,REFUTED,0.701818,,,,2.56,,,,,,,,,,,,,,0.01,60.0698588,25.4798898,
K2-95 b,K2-95,K2,CONFIRMED,10.1346454,,,,3.31,,474,,,,,3566,0.4,,0.41,,0.1,4.85,707.9457844,129.3625717,18.9766197,
K2-95 b,K2-95,K2,CONFIRMED,10.134279,,,,14.8,,,,,,,,0.43,,,,,,0.01,129.3625717,18.9766197,
K2-95 b,K2-95,K2,CONFIRMED,10.13389,,,,3.47,,,,,,,3471,0.402,,0.361,,0.11,,0.01,129.3625717,18.9766197,
K2-95 b,K2-95,K2,CONFIRMED,10.134016,,,,3.88,,383,,,,,3548,0.42,,0.44,,-0.03,4.84,691.8309709,129.3625717,18.9766197,
K2-95 b,K2-95,K2,CONFIRMED,10.134231,,,,1.76,,,,,,,,0.226,,,,,,0.01,129.3625717,18.9766197,
K2-95 b,K2-95,K2,CONFIRMED,10.135091,,,,3.7,,,,0.16,,,3410,0.44,,0.43,,0.14,,0.01,129.3625717,18.9766197,
K2-95 b,K2-95,K2,CONFIRMED,10.1338,,,,,,,,,,,3411,0.414978,,0.408283,,,4.81298,650.0997515,129.3625717,18.9766197,
K2-95 b,K2-95,K2,CONFIRMED,10.13446,,,,1.92,,,,,,,,0.226,,,,,,0.01,129.3625717,18.9766197,
K2-97 b,K2-97,K2,CONFIRMED,,,,,14.68379,,,,0.22,,,,4.2,,1.16,,,,0.01,127.762837,10.8475571,
K2-97 b,K2-97,K2,CONFIRMED,8.4071591,,,,10.1248,,910,114.149,,,,4642.6,4.71,,,,,,0.01,127.762837,10.8475571,
K2-97 b,K2-97,K2,CONFIRMED,8.40685,,,,10.88,,,,,,,,4.09,,,,,,0.01,127.762837,10.8475571,
K2-97 b,K2-97,K2,CONFIRMED,8.406,,,,,,,,,,,4642.56,4.70881,,,,0.313,,0.01,127.762837,10.8475571,
K2-97 b,K2-97,K2,CONFIRMED,8.406951,,,,11.5,,,,,,,,4.79,,,,,,0.01,127.762837,10.8475571,
K2-97 b,K2-97,K2,CONFIRMED,8.407115,,,,13.45077684,,1566,,0.207,,,4673,4.14,,1.17,,0.328,3.276,18.87991349,127.762837,10.8475571,
K2-97 b,K2-97,K2,CONFIRMED,8.405276,,,,8.04276104,,,,,,,4836,2.949151,,1.054213,,0.27,3.5,31.6227766,127.762837,10.8475571,
K2-97 b,K2-97,K2,CONFIRMED,8.406726,,,,10.61,,1499,,,,,4717,4.47,,1.2,,0.33,3.22,16.59586907,127.762837,10.8475571,
K2-97 b,K2-97,K2,CONFIRMED,8.4061,,,,14.68379,,,,,,,4790,4.2,,1.16,,0.42,3.26,18.19700859,127.762837,10.8475571,
K2-97 b,K2-97,K2,CONFIRMED,8.4061,,,,14.68379,,,,,,,4790,4.2,,1.16,,0.42,3.26,18.19700859,127.762837,10.8475571,
K2-98 b,K2-98,K2,CONFIRMED,10.13892836,,,,,,,,,,,6283,1.50696,,1.23,,,4.17177,148.5148907,126.4882114,11.5110933,
K2-98 b,K2-98,K2,CONFIRMED,10.136,,,,,,,,,,,6283,1.50696,,1.23,,,4.17177,148.5148907,126.4882114,11.5110933,
K2-98 b,K2-98,K2,CONFIRMED,10.136527,,,,4.5,,,,,,,,1.39,,,,,,0.01,126.4882114,11.5110933,
K2-98 b,K2-98,K2,CONFIRMED,10.1367283,,,,5.44119,,1563,992.258,,,,6283,1.51,,,,,4.17177,148.5148907,126.4882114,11.5110933,
K2-98 b,K2-98,K2,CONFIRMED,10.1367349,,,,5.06645928,,1185,,0.119,,,6260,1.518,,1.246,,-0.044,4.169,147.5706533,126.4882114,11.5110933,
K2-98 b,K2-98,K2,CONFIRMED,10.13693,,,,4.93,,1093,339,,,,6103,1.565,,0.91,,-0.06,4.12,131.8256739,126.4882114,11.5110933,
K2-98 b,K2-98,K2,CONFIRMED,10.136796,,,,5.00805298,,,,,,,6095,1.5082,,1.155595,,-0.1,4.09,123.0268771,126.4882114,11.5110933,
K2-98 b,K2-98,K2,CONFIRMED,10.13675,,,,4.3,,1102,,0,,,6120,1.311,,1.074,,-0.2,4.23,169.8243652,126.4882114,11.5110933,
K2-98 b,K2-98,K2,CONFIRMED,10.136448,,,,5.2,,1092,,,,,6172,1.57,,1.2,,-0.06,4.13,134.8962883,126.4882114,11.5110933,
K2-98 b,K2-98,K2,CONFIRMED,10.13682,,,,4.6,,,,,,,,1.37,,,,,,0.01,126.4882114,11.5110933,
K2-99 b,K2-99,K2,CONFIRMED,18.24901,,,,12.37,,1108,357,,,,6053,2.66,,1.48,,0.24,3.9,79.43282347,208.7737624,-5.4424943,
K2-99 b,K2-99,K2,CONFIRMED,18.24841,,,,12.48,,,,,,,,2.71,,,,,,0.01,208.7737624,-5.4424943,
K2-99 b,K2-99,K2,CONFIRMED,18.248708,,,,10.53585955,,,,,,,6033,2.276457,,1.424556,,0.15,3.78,60.25595861,208.7737624,-5.4424943,
K2-99 b,K2-99,K2,CONFIRMED,18.24783,,,,11.88151954,,1184,,0.22,,,6069,2.55,,1.44,,0.2,3.783,60.67363296,208.7737624,-5.4424943,
K2-99 b,K2-99,K2,CONFIRMED,18.249,,,,14.45961,,,,0.19,,,5990,3.1,,1.6,,0.2,3.67,46.77351413,208.7737624,-5.4424943,
K2-99 b,K2-99,K2,CONFIRMED,18.252213,,,,8.3,,,,,,,,1.98,,,,,,0.01,208.7737624,-5.4424943,
K2-99 b,K2-99,K2,CONFIRMED,18.25,,,,,,,,,,,6073.27,2.73115,,1.14,,0.169,3.62228,41.90636584,208.7737624,-5.4424943,
K2-99 b,K2-99,K2,CONFIRMED,18.251985,,,,11.73,,1113,,,,,6217,2.63,,1.63,,0.21,3.81,64.5654229,208.7737624,-5.4424943,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.33711716,,,,,,,,,,,4645,0.713,,0.74,,0.02,4.601,399.0249024,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.337116562,,,,,,,,,,,4645,0.713,,0.74,,0.02,4.601,399.0249024,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.337,,,,,,,,,,,4459,0.763091,,0.699,,,4.51739,329.147075,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.33711647,,,,14.056,,1344,,0,,,4645,0.776,,0.743,,0.02,4.53,338.8441561,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.33711644,,,,,,,,,,,4645,,,,,,,0.01,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.337116553,,,,12.89035,,,,0,,,4645,0.713,,0.74,,-0.02,4.601,399.0249024,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.337116,,,,11.5,,,,,,,,0.66,,,,,,0.01,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.3371164,,,,,,,,,,,,,,,,,,0.01,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.3371182,,,,12.823,,1292,,0,,,4645,0.713,,0.74,,0.02,4.601,399.0249024,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.33711405,,,,,,,,,,,4459,0.763091,,0.699,,,4.51739,329.147075,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.33711569,,,,11.85,,,,,,,,0.6629,,,,,,0.01,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.33711677,,,,12.498035,,1285,,0,,,,0.7033,,0.727,,,,0.01,207.6554928,-6.8040714,
Qatar-2 b,Qatar-2,K2,CONFIRMED,1.33711647,,,,14.056086,,,,0.011,,,4645,0.776,,0.743,,0.02,,0.01,207.6554928,-6.8040714,
TRAPPIST-1 b,TRAPPIST-1,K2,CONFIRMED,1.51087081,,,,1.086,,400.1,4.25,0.081,,,2559,0.117,,0.0802,,0.04,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 b,TRAPPIST-1,K2,CONFIRMED,,,,,,,366,,,,,,0.114827,,0.090778,,,5.27596,1887.817467,346.6263919,-5.0434618,
TRAPPIST-1 b,TRAPPIST-1,K2,CONFIRMED,,,,,1.121,,,,0.00622,,,,,,0.089,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 b,TRAPPIST-1,K2,CONFIRMED,1.510848,,,,1.113,,400,4.25,0,,,2550,0.117,,0.08,,0.04,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 b,TRAPPIST-1,K2,CONFIRMED,1.510826,,,,1.116,,,4.153,,,,2566,0.1192,,0.0898,,,5.2396,1736.200992,346.6263919,-5.0434618,
TRAPPIST-1 b,TRAPPIST-1,K2,CONFIRMED,1.510944712,,,,1.20389172,,802.86,98.1931,,,,5780,0.114827,,,,,5.27596,1887.817467,346.6263919,-5.0434618,
TRAPPIST-1 b,TRAPPIST-1,K2,CONFIRMED,1.51087,,,,,,,,,,,,,,,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 b,TRAPPIST-1,K2,CONFIRMED,1.51088432,,,,,,397.6,4.15,,,,2520,0.1234,,0.0898,,0.0535,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 b,TRAPPIST-1,K2,CONFIRMED,1.5108261,,,,,,,,0,,,2566,0.1192,,0.0898,,,5.2396,1736.200992,346.6263919,-5.0434618,
TRAPPIST-1 c,TRAPPIST-1,K2,CONFIRMED,,,,,,,315,,,,,,0.114827,,0.090778,,,5.27596,1887.817467,346.6263919,-5.0434618,
TRAPPIST-1 c,TRAPPIST-1,K2,CONFIRMED,2.4218233,,,,1.056,,341.9,2.27,0.083,,,2559,0.117,,0.0802,,0.04,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 c,TRAPPIST-1,K2,CONFIRMED,2.42179346,,,,,,339.7,2.211,,,,2520,0.1234,,0.0898,,0.0535,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 c,TRAPPIST-1,K2,CONFIRMED,2.421848,,,,1.049,,342,2.26,0,,,2550,0.117,,0.08,,0.04,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 c,TRAPPIST-1,K2,CONFIRMED,2.4219371,,,,,,,,0,,,2566,0.1192,,0.0898,,,5.2396,1736.200992,346.6263919,-5.0434618,
TRAPPIST-1 c,TRAPPIST-1,K2,CONFIRMED,2.421937,,,,1.097,,,2.214,,,,2566,0.1192,,0.0898,,,5.2396,1736.200992,346.6263919,-5.0434618,
TRAPPIST-1 c,TRAPPIST-1,K2,CONFIRMED,,,,,1.095,,,,0.00654,,,,,,0.089,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 d,TRAPPIST-1,K2,CONFIRMED,4.04978035,,,,,,286.2,1.114,,,,2520,0.1234,,0.0898,,0.0535,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 d,TRAPPIST-1,K2,CONFIRMED,,,,,0.784,,,,0.00837,,,,,,0.089,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 d,TRAPPIST-1,K2,CONFIRMED,4.04961,,,,0.772,,288,1.143,0.07,,,2559,0.117,,0.0802,,0.04,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 d,TRAPPIST-1,K2,CONFIRMED,4.049219,,,,0.788,,,1.115,,,,2566,0.1192,,0.0898,,,5.2396,1736.200992,346.6263919,-5.0434618,
TRAPPIST-1 e,TRAPPIST-1,K2,CONFIRMED,6.09956479,,,,,,249.7,0.645,,,,2520,0.1234,,0.0898,,0.0535,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 e,TRAPPIST-1,K2,CONFIRMED,6.101013,,,,0.92,,,0.646,,,,2566,0.1192,,0.0898,,,5.2396,1736.200992,346.6263919,-5.0434618,
TRAPPIST-1 e,TRAPPIST-1,K2,CONFIRMED,,,,,0.91,,,,0.0051,,,,,,0.089,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 e,TRAPPIST-1,K2,CONFIRMED,6.09705,,,,,,,,,,,,,,,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 e,TRAPPIST-1,K2,CONFIRMED,6.099615,,,,0.918,,251.3,0.662,0.085,,,2559,0.117,,0.0802,,0.04,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 f,TRAPPIST-1,K2,CONFIRMED,9.20754,,,,1.045,,,0.373,,,,2566,0.1192,,0.0898,,,5.2396,1736.200992,346.6263919,-5.0434618,
TRAPPIST-1 f,TRAPPIST-1,K2,CONFIRMED,9.20659399,,,,,,217.7,0.373,,,,2520,0.1234,,0.0898,,0.0535,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 f,TRAPPIST-1,K2,CONFIRMED,,,,,1.046,,,,0.01007,,,,,,0.089,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 f,TRAPPIST-1,K2,CONFIRMED,9.2129,,,,,,,,,,,,,,,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 f,TRAPPIST-1,K2,CONFIRMED,9.20669,,,,1.045,,219,0.382,0.063,,,2559,0.117,,0.0802,,0.04,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 g,TRAPPIST-1,K2,CONFIRMED,12.352446,,,,1.129,,,0.252,,,,2566,0.1192,,0.0898,,,5.2396,1736.200992,346.6263919,-5.0434618,
TRAPPIST-1 g,TRAPPIST-1,K2,CONFIRMED,12.3535557,,,,,,197.3,0.252,,,,2520,0.1234,,0.0898,,0.0535,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 g,TRAPPIST-1,K2,CONFIRMED,,,,,1.148,,,,0.00208,,,,,,0.089,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 g,TRAPPIST-1,K2,CONFIRMED,12.35294,,,,1.127,,198.6,0.258,0.061,,,2559,0.117,,0.0802,,0.04,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 h,TRAPPIST-1,K2,CONFIRMED,18.767,,,,0.752,,173,0.165,,,,,0.114827,,0.090778,,,5.27596,1887.817467,346.6263919,-5.0434618,
TRAPPIST-1 h,TRAPPIST-1,K2,CONFIRMED,18.7672745,,,,,,171.7,0.144,,,,2520,0.1234,,0.0898,,0.0535,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 h,TRAPPIST-1,K2,CONFIRMED,18.772866,,,,0.755,,,0.144,,,,2566,0.1192,,0.0898,,,5.2396,1736.200992,346.6263919,-5.0434618,
TRAPPIST-1 h,TRAPPIST-1,K2,CONFIRMED,,,,,0.773,,,,0.00567,,,,,,0.089,,,,0.01,346.6263919,-5.0434618,
TRAPPIST-1 h,TRAPPIST-1,K2,CONFIRMED,20,,,,0.755,,168,0.131,,,,2559,0.117,,0.0802,,0.04,,0.01,346.6263919,-5.0434618,
V1298 Tau b,V1298 Tau,K2,CONFIRMED,24.1396,,,,10.27,,677,35,0.29,,,,1.345,,1.101,,,,0.01,61.331654,20.1570318,
V1298 Tau b,V1298 Tau,K2,CONFIRMED,24.13861,,,,10.22,,668,33.2,0.112,,,4970,1.314,,1.099,,,4.246,176.1976046,61.331654,20.1570318,
V1298 Tau b,V1298 Tau,K2,CONFIRMED,24.1315,,,,9.53,,,,,,,,1.33,,1.095,,,,0.01,61.331654,20.1570318,
V1298 Tau b,V1298 Tau,K2,CONFIRMED,24.1399,,,,9.72939525,,,,0.134,,,5050,1.278,,1.17,,0.1,,0.01,61.331654,20.1570318,
V1298 Tau b,V1298 Tau,K2,CONFIRMED,24.141341,,,,,,,,,,,,1.407,,1.135,,,,0.01,61.331654,20.1570318,
V1298 Tau c,V1298 Tau,K2,CONFIRMED,8.2438,,,,5.05,,,,,,,,1.33,,1.095,,,,0.01,61.331654,20.1570318,
V1298 Tau c,V1298 Tau,K2,CONFIRMED,8.24958,,,,5.59,,968,146,0.43,,,,1.345,,1.101,,,,0.01,61.331654,20.1570318,
V1298 Tau c,V1298 Tau,K2,CONFIRMED,8.24892,,,,5.15613112,,,,0.3,,,5050,1.278,,1.17,,0.1,,0.01,61.331654,20.1570318,
V1298 Tau c,V1298 Tau,K2,CONFIRMED,8.24959,,,,,,,,0.1,,,,,,,,,,0.01,61.331654,20.1570318,
V1298 Tau d,V1298 Tau,K2,CONFIRMED,12.4032,,,,6.41,,845,85,0.21,,,,1.345,,1.101,,,,0.01,61.331654,20.1570318,
V1298 Tau d,V1298 Tau,K2,CONFIRMED,12.396,,,,6.13,,,,,,,,1.33,,1.095,,,,0.01,61.331654,20.1570318,
V1298 Tau d,V1298 Tau,K2,CONFIRMED,12.4058,,,,6.43395492,,,,0.2,,,5050,1.278,,1.17,,0.1,,0.01,61.331654,20.1570318,
V1298 Tau e,V1298 Tau,K2,CONFIRMED,60,,,,8.74,,492,10,0.57,,,,1.345,,1.101,,,,0.01,61.331654,20.1570318,
V1298 Tau e,V1298 Tau,K2,CONFIRMED,53.5,,,,9.97599282,,,,,,,4941,1.43,,1.26,,,4.227,168.6553025,61.331654,20.1570318,
V1298 Tau e,V1298 Tau,K2,CONFIRMED,44.1699,,,,9.94,,,,,,,,1.33,,1.095,,,,0.01,61.331654,20.1570318,
V1298 Tau e,V1298 Tau,K2,CONFIRMED,40.2,,,,8.23860081,,,,0.1,,,5050,1.278,,1.17,,0.1,,0.01,61.331654,20.1570318,
WASP-107 b,WASP-107,K2,CONFIRMED,5.72149,,,,10.53646,,770,,0,,,4430,0.66,,0.69,,0.02,4.5,316.227766,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.72226,,,,12.8433,,687,37.0251,,,,4233.2,0.73,,,,,4.64,436.5158322,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.72149242,,,,10.357116,,736,,0,,,,0.657,,0.691,,,,0.01,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.7214742,,,,10.626132,,,,0,,,4430,0.66,,0.69,,0.02,4.5,316.227766,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.7214742,,,,,,,,0,,,4425,0.67,,,,,,0.01,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,,,,,,,,,,,,,,,,,,,0.01,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.7214904,,,,,,,,,,,,,,,,,,0.01,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.72148926,,,,,,,,,,,4430,0.66,,0.69,,0.02,4.5,316.227766,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.72148722,,,,,,,,0.05,,,,,,,,,,0.01,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.721488,,,,,,,,,,,4430,0.66,,0.69,,0.02,4.5,316.227766,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.7214742,,,,,,,,0.06,,,4425,0.67,,0.683,,0.02,4.633,429.5364268,188.3864277,-10.1462141,
WASP-107 b,WASP-107,K2,CONFIRMED,5.7214742,,,,10.55,,672.5,51,,,,4425,0.67,,,,0.02,4.633,429.5364268,188.3864277,-10.1462141,
WASP-107 c,WASP-107,K2,CONFIRMED,1088,,,,,,,,,,,4425,0.67,,,,0.02,4.633,429.5364268,188.3864277,-10.1462141,
WASP-107 c,WASP-107,K2,CONFIRMED,1088,,,,,,,,0.28,,,4425,0.67,,,,,,0.01,188.3864277,-10.1462141,
WASP-107 c,WASP-107,K2,CONFIRMED,1088,,,,,,,,0.28,,,4425,0.67,,0.683,,0.02,4.633,429.5364268,188.3864277,-10.1462141,
WASP-118 b,WASP-118,K2,CONFIRMED,4.0460654,,,,14.94,,,,,,,,1.696,,1.32,,,,0.01,19.5505861,2.7027847,
WASP-118 b,WASP-118,K2,CONFIRMED,4.0460496,,,,,,,,,,,,,,,,,,0.01,19.5505861,2.7027847,
WASP-118 b,WASP-118,K2,CONFIRMED,4.0460407,,,,15.625346,,1753,,0,,,,1.754,,1.319,,,,0.01,19.5505861,2.7027847,
WASP-118 b,WASP-118,K2,CONFIRMED,4.04605063,,,,,,,,,,,6410,1.696,,1.32,,0.16,4.1,125.8925412,19.5505861,2.7027847,
WASP-118 b,WASP-118,K2,CONFIRMED,4.0460644,,,,18.2851,,2509,6586.47,,,,6404,1.81,,,,,4.03,107.1519305,19.5505861,2.7027847,
WASP-118 b,WASP-118,K2,CONFIRMED,4.0460435,,,,16.14096,,1729,,0,,,6410,1.696,,1.32,,0.16,4.1,125.8925412,19.5505861,2.7027847,
WASP-118 b,WASP-118,K2,CONFIRMED,4.046005,,,,12,,,,,,,,1.38,,,,,,0.01,19.5505861,2.7027847,
WASP-151 b,WASP-151,K2,CONFIRMED,4.5334682,,,,,,,,,,,5871,1.14,,1.077,,0.1,4.35,223.8721139,349.0634651,0.3066895,
WASP-151 b,WASP-151,K2,CONFIRMED,4.533471,,,,12.66617,,1290,460,0.003,,,5871,1.14,,1.077,,0.1,4.35,223.8721139,349.0634651,0.3066895,
WASP-151 b,WASP-151,K2,CONFIRMED,4.5334775,,,,13.30506009,,1312,,0,,,,1.181,,1.081,,,,0.01,349.0634651,0.3066895,
WASP-151 b,WASP-151,K2,CONFIRMED,4.5334686,,,,,,,,,,,,,,,,,,0.01,349.0634651,0.3066895,
WASP-151 b,WASP-151,K2,CONFIRMED,4.533469982,,,,13.22170304,,1206.89,501.4021,,,,5846,1.1971,,,,,4.31,204.1737945,349.0634651,0.3066895,
WASP-157 b,WASP-157,K2,CONFIRMED,3.9516956,,,,,,,,,,,5753,1.10289,,1.029,,,4.36542,231.9636853,201.6551525,-8.3176353,
WASP-157 b,WASP-157,K2,CONFIRMED,3.951623,,,,12,,,,,,,,1.2,,,,,,0.01,201.6551525,-8.3176353,
WASP-157 b,WASP-157,K2,CONFIRMED,3.951605,,,,,,,,,,,5838,1.134,,1.26,,0.34,4.5,316.227766,201.6551525,-8.3176353,
WASP-157 b,WASP-157,K2,CONFIRMED,3.951623,,,,11.19,,1193,,,,,5772,1.1,,1.06,,0.25,4.38,239.8832919,201.6551525,-8.3176353,
WASP-157 b,WASP-157,K2,CONFIRMED,3.952,,,,,,,,,,,5753,1.10289,,1.029,,,4.36542,231.9636853,201.6551525,-8.3176353,
WASP-157 b,WASP-157,K2,CONFIRMED,3.9516283,,,,11.81,,,,,,,,1.13,,,,,,0.01,201.6551525,-8.3176353,
WASP-157 b,WASP-157,K2,CONFIRMED,3.9516205,,,,11.937585,,1339,,0,,,5838,1.134,,1.26,,0.34,4.5,316.227766,201.6551525,-8.3176353,
WASP-157 b,WASP-157,K2,CONFIRMED,3.951626,,,,10.76861656,,,,,,,5773,1.040024,,1.067878,,0.31,4.43,269.1534804,201.6551525,-8.3176353,
WASP-157 b,WASP-157,K2,CONFIRMED,3.95161588,,,,,,,,,,,5838,1.134,,1.26,,0.34,4.5,316.227766,201.6551525,-8.3176353,
WASP-28 b,WASP-28,K2,CONFIRMED,3.40883458,,,,,,,,,,,,,,,,,,0.01,353.6162694,-1.5799849,
WASP-28 b,WASP-28,K2,CONFIRMED,3.40883,,,,13.596517,,,,0.058,,,6150,1.094,,1.021,,-0.29,,0.01,353.6162694,-1.5799849,
WASP-28 b,WASP-28,K2,CONFIRMED,3.40883,,,,13.597,,1468,,0,,,6150,1.094,,1.021,,-0.29,4.37,234.4228815,353.6162694,-1.5799849,
WASP-28 b,WASP-28,K2,CONFIRMED,3.4088353,,,,,,,,,,,6150,1.094,,1.021,,-0.29,4.37,234.4228815,353.6162694,-1.5799849,
WASP-28 b,WASP-28,K2,CONFIRMED,3.40884,,,,15.177,,1473,,,,,6084,1.123,,1.011,,-0.2,4.342,219.7859873,353.6162694,-1.5799849,
WASP-28 b,WASP-28,K2,CONFIRMED,3.40883495,,,,13.66374747,,1456,,0,,,,1.083,,0.993,,,,0.01,353.6162694,-1.5799849,
WASP-28 b,WASP-28,K2,CONFIRMED,3.40883502,,,,,,,,,,,6150,1.094,,1.021,,-0.29,4.37,234.4228815,353.6162694,-1.5799849,
WASP-28 b,WASP-28,K2,CONFIRMED,3.408833,,,,14.2632,,1430,695.65,,,,6134,1.11,,,,,4.41,257.0395783,353.6162694,-1.5799849,
WASP-28 b,WASP-28,K2,CONFIRMED,3.4088387,,,,14.01125,,,,,,,,1.083,,,,,4.378,238.7811283,353.6162694,-1.5799849,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591287,,,,12.77,,,,,,,5576,1.15,,1.04,,0.36,4.34,218.7761624,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591282,,,,12.71,,,,,,,5576,1.11133,,0.984,,0.36,4.33938,218.4640598,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1,,,,,,,,,,,5565,,,,,0.43,4.29,194.98446,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591492,,,,,,,,0,,,5552,1.137,,1.04,,,,0.01,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.15810694,,,,,,,,,,,5576,1.11133,,0.984,,0.36,4.33938,218.4640598,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591409,,,,,,1275,,0.026,,,5576,1.15,,1.026,,0.36,4.32,208.9296131,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.15915035,,,,,,,,,,,5350,1.15,,1.084,,,,0.01,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591496,,,,,,,,,,,5350,1.15,,1.084,,,,0.01,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.15917,,,,13.18,,,,,,,,1.188,,,,,,0.01,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.159221,,,,12.3,,,534,,,,5950,1.1,,1.003,,,4.32,208.9296131,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.16071,,,,12.9,,,,0.0028,,,5576,1.16,,1.11,,0.36,4.354,225.943577,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591399,,,,12.89,,,,0.11,,,5350,1.15,,1.084,,,,0.01,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591739,,,,10.5,,,,,,,5427,0.86,,,,,,0.01,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591289,,,,12.63,,,,,,,5552,1.137,,1.04,,0.38,4.3437,220.6480024,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.159151,,,,12.86,,,,0.0006,,,,1.156,,1.058,,,,0.01,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591488,,,,12.1616,,1259,417.295,,,,5576,1.11,,,,,4.34,218.7761624,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.1591492,,,,12.64,,,,,,,5552,1.137,,1.04,,0.38,4.3437,220.6480024,331.203092,-12.019067,
WASP-47 b,WASP-47,K2,CONFIRMED,4.15914806,,,,,,,,,,,,,,,,,,0.01,331.203092,-12.019067,
